publication_number,filing_date,cpc_code
US-9740372-B2,20161101,G06Q30/06
WO-2017203630-A1,20160525,G06Q30/06
WO-2017007593-A1,20160620,G06Q30/06
WO-2018016068-A1,20160722,G06Q30/06
MX-2017015014-A,20160519,G06Q30/06
US-9926186-B2,20161121,G06Q30/06
US-9926186-B2,20161121,G06Q30/06
WO-2017018633-A1,20160405,G06Q30/06
WO-2017131326-A1,20161111,G06Q30/06
WO-2017150779-A1,20160801,G06Q30/06
WO-2017082679-A1,20161111,G06Q30/06
WO-2018012667-A1,20160826,G06Q30/06
WO-2017038882-A1,20160831,G06Q30/06
WO-2017007161-A1,20160627,G06Q30/06
WO-2018013124-A1,20160714,G06Q30/06
WO-2017013531-A1,20160712,G06Q30/06
WO-2017013531-A1,20160712,G06Q30/06
WO-2017060799-A1,20160930,G06Q30/06
WO-2017086815-A1,20161104,G06Q30/06
WO-2016144784-A1,20160304,G06Q30/06
CN-106204214-A,20160707,G06Q30/06
CN-107845005-A,20160919,G06Q30/06
AU-2016200870-A1,20160210,G06Q30/06
WO-2018116358-A1,20161219,G06Q30/06
WO-2017078378-A3,20161101,G06Q30/06
WO-2017075603-A1,20161031,G06Q30/06
WO-2017115453-A1,20160930,G06Q30/06
US-9934254-B2,20160205,G06Q30/06
US-9934254-B2,20160205,G06Q30/06
WO-2017212553-A1,20160607,G06Q30/06
US-9723173-B2,20160314,G06Q30/06
US-9723173-B2,20160314,G06Q30/06
WO-2017078307-A1,20161020,G06Q30/06
WO-2017098519-A1,20161208,G06Q30/06
US-9784722-B2,20160921,G06Q30/06
WO-2017039307-A1,20160831,G06Q30/06
WO-2016134848-A1,20160223,G06Q30/06
US-10176537-B2,20160913,G06Q30/06
US-2016283931-A1,20160603,G06Q30/06
WO-2017082548-A1,20161020,G06Q30/06
WO-2017056436-A1,20160915,G06Q30/06
WO-2017142191-A1,20161229,G06Q30/06
US-9769176-B1,20161128,G06Q30/06
US-9769176-B1,20161128,G06Q30/06
WO-2017091183-A1,20161125,G06Q30/06
WO-2017056043-A1,20160930,G06Q30/06
KR-20160086308-A,20160710,G06Q30/06
KR-20170101565-A,20160229,G06Q30/06
KR-20180070811-A,20161218,G06Q30/06
JP-WO2018123040-A1,20161228,G06Q30/06
KR-20180078617-A,20161230,G06Q30/06
WO-2017041154-A1,20160906,G06Q30/06
WO-2017003060-A1,20160126,G06Q30/06
WO-2017048074-A1,20160913,G06Q30/06
WO-2018012648-A3,20160714,G06Q30/06
WO-2017079838-A1,20161110,G06Q30/06
WO-2018012657-A1,20160715,G06Q30/06
US-9648132-B2,20160212,G06Q30/06
US-9648132-B2,20160212,G06Q30/06
US-9648132-B2,20160212,G06Q30/06
WO-2018117291-A1,20161221,G06Q30/06
WO-2016151986-A1,20160127,G06Q30/06
WO-2018018552-A1,20160728,G06Q30/06
WO-2016130483-A1,20160208,G06Q30/06
WO-2018070026-A1,20161013,G06Q30/06
WO-2017065187-A1,20161012,G06Q30/06
US-2016232531-A1,20160421,G06Q30/06
KR-20160034862-A,20160201,G06Q30/06
HK-1224414-A1,20161102,G06Q30/06
HK-1224414-A1,20161102,G06Q30/06
HK-1224414-A1,20161102,G06Q30/06
JP-2018538650-A,20161124,G06Q30/06
JP-2018538650-A,20161124,G06Q30/06
WO-2018083776-A1,20161104,G06Q30/06
WO-2017203672-A1,20160526,G06Q30/06
WO-2017019468-A1,20160722,G06Q30/06
WO-2017111142-A1,20161222,G06Q30/06
WO-2017111142-A1,20161222,G06Q30/06
WO-2016187694-A1,20160517,G06Q30/06
US-9609037-B2,20160208,G06Q30/06
WO-2017134934-A1,20161214,G06Q30/06
WO-2018018554-A1,20160728,G06Q30/06
BR-112018002435-A2,20160602,G06Q30/06
BR-112018011359-A2,20161202,G06Q30/06
WO-2016159754-A1,20160404,G06Q30/06
US-9800566-B2,20160504,G06Q30/06
US-9800566-B2,20160504,G06Q30/06
US-9800566-B2,20160504,G06Q30/06
US-10343068-B2,20161104,G06Q30/06
US-10343068-B2,20161104,G06Q30/06
US-2016132891-A1,20160105,G06Q30/06
KR-20170107125-A,20160314,G06Q30/06
KR-20170042258-A,20161110,G06Q30/06
WO-2018017102-A1,20160721,G06Q30/06
US-9996839-B2,20160714,G06Q30/06
US-9996839-B2,20160714,G06Q30/06
WO-2017166877-A1,20161228,G06Q30/06
US-9898902-B2,20160318,G06Q30/06
US-9898902-B2,20160318,G06Q30/06
WO-2017093953-A1,20161202,G06Q30/06
WO-2017093953-A1,20161202,G06Q30/06
EP-3281159-A1,20160323,G06Q30/06
GB-201713621-D0,20160302,G06Q30/06
AU-2016257463-A1,20160504,G06Q30/06
AU-2016257463-A1,20160504,G06Q30/06
AU-2016257463-A1,20160504,G06Q30/06
US-9888017-B2,20160316,G06Q30/06
US-9888017-B2,20160316,G06Q30/06
WO-2018033954-A1,20160815,G06Q30/06
WO-2016174878-A1,20160107,G06Q30/06
WO-2018079939-A1,20161230,G06Q30/06
US-9918247-B2,20160711,G06Q30/06
US-9918247-B2,20160711,G06Q30/06
US-9918247-B2,20160711,G06Q30/06
WO-2017011614-A1,20160714,G06Q30/06
WO-2016125073-A1,20160201,G06Q30/06
WO-2016125073-A1,20160201,G06Q30/06
WO-2016125073-A1,20160201,G06Q30/06
WO-2017171916-A1,20160912,G06Q30/06
WO-2016180314-A1,20160510,G06Q30/06
WO-2017099364-A1,20161103,G06Q30/06
WO-2017120650-A1,20161123,G06Q30/06
WO-2017203573-A1,20160523,G06Q30/06
WO-2017071235-A1,20160615,G06Q30/06
WO-2017071235-A1,20160615,G06Q30/06
WO-2017039367-A1,20160902,G06Q30/06
WO-2016179337-A1,20160505,G06Q30/06
AU-2016391116-A1,20160203,G06Q30/06
AU-2016391116-A1,20160203,G06Q30/06
WO-2016186382-A1,20160512,G06Q30/06
US-9767508-B2,20160819,G06Q30/06
US-9767508-B2,20160819,G06Q30/06
WO-2017037552-A1,20160726,G06Q30/06
WO-2016131057-A1,20160216,G06Q30/06
WO-2018042668-A1,20160905,G06Q30/06
US-2016188915-A1,20160310,G06Q30/06
FR-3057977-B1,20161020,G06Q30/06
EP-3472779-A4,20160714,G06Q30/06
US-9578027-B1,20160515,G06Q30/06
US-9578027-B1,20160515,G06Q30/06
US-9503551-B2,20160503,G06Q30/06
WO-2017145511-A1,20161221,G06Q30/06
WO-2017145511-A1,20161221,G06Q30/06
WO-2016169418-A1,20160412,G06Q30/06
WO-2017061713-A1,20160912,G06Q30/06
US-9619842-B2,20160211,G06Q30/06
US-9619842-B2,20160211,G06Q30/06
WO-2017018702-A2,20160714,G06Q30/06
WO-2017097110-A1,20161124,G06Q30/06
US-9888107-B2,20160711,G06Q30/06
WO-2017056100-A1,20160927,G06Q30/06
WO-2017166533-A1,20160712,G06Q30/06
WO-2017045556-A1,20160907,G06Q30/06
US-2018130141-A1,20160411,G06Q30/06
US-2018130141-A1,20160411,G06Q30/06
WO-2017072589-A3,20161027,G06Q30/06
WO-2017072589-A3,20161027,G06Q30/06
WO-2017080755-A1,20161014,G06Q30/06
WO-2018073947-A1,20161020,G06Q30/06
US-2017061491-A1,20161111,G06Q30/06
US-2017109523-A1,20161227,G06Q30/06
HK-1224416-A1,20161102,G06Q30/06
HK-1224416-A1,20161102,G06Q30/06
HK-1224416-A1,20161102,G06Q30/06
JP-6087469-B1,20161228,G06Q30/06
ES-2721501-T3,20160422,G06Q30/06
US-10187262-B2,20160726,G06Q30/06
US-10187262-B2,20160726,G06Q30/06
KR-20170089382-A,20160524,G06Q30/06
KR-20170095627-A,20160215,G06Q30/06
WO-2016204586-A1,20160620,G06Q30/06
WO-2017166534-A1,20160712,G06Q30/06
US-9953355-B2,20160801,G06Q30/06
WO-2016185337-A1,20160513,G06Q30/06
WO-2017142536-A1,20160218,G06Q30/06
WO-2016190367-A1,20160525,G06Q30/06
US-2017072318-A1,20161104,G06Q30/06
US-2017072318-A1,20161104,G06Q30/06
US-2018253689-A1,20160902,G06Q30/06
US-2018253689-A1,20160902,G06Q30/06
WO-2018037524-A1,20160825,G06Q30/06
WO-2016151316-A1,20160322,G06Q30/06
US-9852442-B2,20160808,G06Q30/06
US-9852442-B2,20160808,G06Q30/06
WO-2018062636-A1,20161230,G06Q30/06
WO-2017111287-A1,20161031,G06Q30/06
WO-2016113703-A1,20160115,G06Q30/06
WO-2017215092-A1,20160803,G06Q30/06
US-9444812-B1,20160217,G06Q30/06
US-9444812-B1,20160217,G06Q30/06
US-9811813-B2,20160725,G06Q30/06
US-9811813-B2,20160725,G06Q30/06
WO-2017104451-A1,20161202,G06Q30/06
WO-2018020561-A1,20160725,G06Q30/06
EP-3267387-A4,20160302,G06Q30/06
EP-3274945-A1,20160322,G06Q30/06
US-10325222-B2,20160208,G06Q30/06
US-10325222-B2,20160208,G06Q30/06
KR-101716436-B1,20160519,G06Q30/06
US-9925824-B1,20161031,G06Q30/06
WO-2017027790-A1,20160812,G06Q30/06
WO-2016170767-A1,20160415,G06Q30/06
US-9634843-B2,20160202,G06Q30/06
US-9634843-B2,20160202,G06Q30/06
US-9634843-B2,20160202,G06Q30/06
WO-2017034171-A1,20160801,G06Q30/06
WO-2017141384-A1,20160218,G06Q30/06
WO-2017175933-A1,20160930,G06Q30/06
WO-2017175933-A1,20160930,G06Q30/06
US-9576285-B2,20160531,G06Q30/06
US-9576285-B2,20160531,G06Q30/06
US-9576285-B2,20160531,G06Q30/06
WO-2016173955-A1,20160422,G06Q30/06
WO-2017221359-A1,20160622,G06Q30/06
WO-2016166552-A1,20160415,G06Q30/06
US-2019287162-A1,20160721,G06Q30/06
US-2017178206-A1,20160615,G06Q30/06
US-2017178206-A1,20160615,G06Q30/06
US-2017187758-A1,20160816,G06Q30/06
AU-2016208396-B2,20160728,G06Q30/06
CN-107025584-A,20160129,G06Q30/06
JP-2018529152-A,20160909,G06Q30/06
JP-2018529152-A,20160909,G06Q30/06
US-10453066-B2,20160707,G06Q30/06
US-10453066-B2,20160707,G06Q30/06
US-10453066-B2,20160707,G06Q30/06
US-9860488-B1,20161102,G06Q30/06
WO-2017091185-A1,20161125,G06Q30/06
WO-2017018660-A1,20160617,G06Q30/06
US-9619843-B2,20160211,G06Q30/06
US-9619843-B2,20160211,G06Q30/06
WO-2016140556-A3,20160304,G06Q30/06
JP-WO2018042683-A1,20161020,G06Q30/06
KR-101859141-B1,20161010,G06Q30/06
US-10387870-B2,20161205,G06Q30/06
US-10387870-B2,20161205,G06Q30/06
US-10387870-B2,20161205,G06Q30/06
CA-3007338-A1,20161202,G06Q30/06
CN-105844762-B,20160615,G06Q30/06
PH-12016502197-A1,20161104,G06Q30/06
CN-106251186-A,20160307,G06Q30/06
KR-20160032058-A,20160303,G06Q30/06
KR-101731954-B1,20160524,G06Q30/06
US-10013486-B2,20160302,G06Q30/06
KR-20170082396-A,20160106,G06Q30/06
KR-20180091076-A,20161124,G06Q30/06
KR-20180091076-A,20161124,G06Q30/06
KR-101673193-B1,20160229,G06Q30/06
US-10140655-B2,20161003,G06Q30/06
US-10140655-B2,20161003,G06Q30/06
EP-3298573-A1,20160311,G06Q30/06
JP-2017208055-A,20160519,G06Q30/06
JP-2017194780-A,20160419,G06Q30/06
JP-WO2017038739-A1,20160829,G06Q30/06
TR-201904387-T4,20160422,G06Q30/06
US-9912677-B2,20160203,G06Q30/06
US-9912677-B2,20160203,G06Q30/06
WO-2016150354-A1,20160318,G06Q30/06
WO-2017058278-A1,20160126,G06Q30/06
WO-2018026068-A1,20161211,G06Q30/06
WO-2016201324-A1,20160610,G06Q30/06
BR-112017018866-A2,20160302,G06Q30/06
CN-106056429-A,20160526,G06Q30/06
CN-108230077-A,20161221,G06Q30/06
CN-108431845-A,20161013,G06Q30/06
AU-2016201182-A1,20160225,G06Q30/06
AU-2016201182-A1,20160225,G06Q30/06
CN-106347146-A,20160712,G06Q30/06
CN-106347146-A,20160712,G06Q30/06
JP-6211138-B2,20160608,G06Q30/06
JP-6211138-B2,20160608,G06Q30/06
JP-2017220128-A,20160609,G06Q30/06
JP-2017138721-A,20160202,G06Q30/06
JP-2019502220-A,20161121,G06Q30/06
CN-108701321-A,20160304,G06Q30/06
CN-108701321-A,20160304,G06Q30/06
US-2018268391-A1,20160915,G06Q30/06
US-2016203466-A1,20160202,G06Q30/06
US-9595033-B2,20160202,G06Q30/06
US-9595033-B2,20160202,G06Q30/06
CN-105825424-A,20160422,G06Q30/06
CN-105844762-A,20160615,G06Q30/06
HK-1215095-A1,20160314,G06Q30/06
JP-2018085066-A,20161125,G06Q30/06
JP-2018085066-A,20161125,G06Q30/06
GB-2550805-A,20160201,G06Q30/06
GB-2550805-A,20160201,G06Q30/06
GB-2550805-A,20160201,G06Q30/06
US-2017076272-A1,20161104,G06Q30/06
US-2018144548-A1,20161118,G06Q30/06
WO-2018048035-A1,20161230,G06Q30/06
US-9911258-B2,20160610,G06Q30/06
US-9911258-B2,20160610,G06Q30/06
US-9911258-B2,20160610,G06Q30/06
WO-2017216982-A1,20161125,G06Q30/06
WO-2016182223-A1,20160422,G06Q30/06
WO-2017048158-A1,20160916,G06Q30/06
US-9953288-B2,20160718,G06Q30/06
US-9953288-B2,20160718,G06Q30/06
WO-2017187538-A1,20160427,G06Q30/06
KR-20170116924-A,20160811,G06Q30/06
CA-2944295-A1,20161005,G06Q30/06
CN-107122038-A,20160225,G06Q30/06
JP-6156665-B1,20160408,G06Q30/06
JP-2018079224-A,20161118,G06Q30/06
JP-2018106656-A,20161228,G06Q30/06
EP-3504664-A1,20160825,G06Q30/06
HK-1214268-A1,20160225,G06Q30/06
JP-2016197456-A,20160801,G06Q30/06
JP-2016197456-A,20160801,G06Q30/06
JP-2018511089-A,20160129,G06Q30/06
CN-107871219-A,20160927,G06Q30/06
US-2019236675-A1,20161129,G06Q30/06
JP-6403731-B2,20160906,G06Q30/06
JP-6051323-B1,20160329,G06Q30/06
CN-106485423-A,20161024,G06Q30/06
FR-3060173-A1,20161212,G06Q30/06
CN-108885114-A,20160218,G06Q30/06
AU-2016228113-B2,20160302,G06Q30/06
CN-106096927-A,20160527,G06Q30/06
CN-108700755-A,20161222,G06Q30/06
CN-108700755-A,20161222,G06Q30/06
US-9912671-B1,20161128,G06Q30/06
US-9912671-B1,20161128,G06Q30/06
WO-2017043812-A1,20160902,G06Q30/06
WO-2018035846-A1,20160826,G06Q30/06
KR-101801846-B1,20160826,G06Q30/06
KR-101801846-B1,20160826,G06Q30/06
EP-3399493-A1,20160930,G06Q30/06
EP-3392822-A4,20161202,G06Q30/06
JP-2018507475-A,20160208,G06Q30/06
JP-2016177798-A,20160316,G06Q30/06
AU-2016407632-A1,20161122,G06Q30/06
US-2017228648-A1,20160919,G06Q30/06
US-2017068942-A1,20161117,G06Q30/06
JP-2017021868-A,20161102,G06Q30/06
JP-2017062844-A,20161201,G06Q30/06
CA-2984037-A1,20160422,G06Q30/06
CH-712796-A2,20160810,G06Q30/06
AU-2016100105-A4,20160203,G06Q30/06
JP-6269777-B2,20161019,G06Q30/06
JP-6269777-B2,20161019,G06Q30/06
GB-201715811-D0,20160323,G06Q30/06
GB-2545082-A,20161104,G06Q30/06
SE-1651711-A1,20161221,G06Q30/06
EP-3360098-A1,20160930,G06Q30/06
GB-2543136-A,20160812,G06Q30/06
AU-2016348111-A1,20161101,G06Q30/06
CY-1117808-T1,20160708,G06Q30/06
KR-20170081932-A,20160105,G06Q30/06
KR-101715653-B1,20160525,G06Q30/06
KR-101715653-B1,20160525,G06Q30/06
JP-6427510-B2,20160129,G06Q30/06
GB-201710750-D0,20160310,G06Q30/06
US-10380574-B2,20161025,G06Q30/06
US-10380574-B2,20161025,G06Q30/06
CN-107209911-A,20160205,G06Q30/06
JP-6333938-B2,20161220,G06Q30/06
KR-20170115051-A,20160208,G06Q30/06
KR-20170115051-A,20160208,G06Q30/06
JP-WO2016152765-A1,20160318,G06Q30/06
KR-20180047489-A,20161031,G06Q30/06
JP-2018536913-A,20160902,G06Q30/06
JP-2018536913-A,20160902,G06Q30/06
CN-106779731-A,20161111,G06Q30/06
CN-105678560-A,20160120,G06Q30/06
CN-106204225-A,20160714,G06Q30/06
WO-2017043810-A1,20160902,G06Q30/06
WO-2017043810-A1,20160902,G06Q30/06
US-9721253-B2,20160108,G06Q30/06
US-9721253-B2,20160108,G06Q30/06
ZA-201600181-B,20160111,G06Q30/06
WO-2018047357-A1,20160912,G06Q30/06
WO-2017115626-A1,20161207,G06Q30/06
US-10062257-B2,20161007,G06Q30/06
US-10216818-B2,20160708,G06Q30/06
US-10216818-B2,20160708,G06Q30/06
TW-201719536-A,20160901,G06Q30/06
JP-WO2017026544-A1,20160812,G06Q30/06
CN-109937429-A,20160905,G06Q30/06
AU-2016204018-A1,20160615,G06Q30/06
AU-2016204018-A1,20160615,G06Q30/06
CN-106779956-A,20161226,G06Q30/06
CN-106548386-A,20160726,G06Q30/06
CA-2994068-A1,20160602,G06Q30/06
CN-106067849-A,20160524,G06Q30/06
CN-107918986-A,20161010,G06Q30/06
AU-2016358777-A1,20161118,G06Q30/06
JP-2018055563-A,20160930,G06Q30/06
IL-248954-D0,20161114,G06Q30/06
IL-248954-D0,20161114,G06Q30/06
JP-2019504424-A,20161124,G06Q30/06
JP-6105135-B1,20160715,G06Q30/06
CN-107818488-A,20160914,G06Q30/06
HK-1214422-A1,20160223,G06Q30/06
HK-1214422-A1,20160223,G06Q30/06
EP-3389000-A4,20161124,G06Q30/06
AU-2016262964-A1,20160513,G06Q30/06
AU-2016262964-A1,20160513,G06Q30/06
EP-3349174-A1,20160902,G06Q30/06
EP-3349174-A1,20160902,G06Q30/06
US-9836777-B1,20161031,G06Q30/06
WO-2017027979-A1,20160819,G06Q30/06
WO-2016168120-A1,20160411,G06Q30/06
WO-2016168120-A1,20160411,G06Q30/06
WO-2017002067-A1,20160630,G06Q30/06
WO-2018048036-A1,20161230,G06Q30/06
WO-2018032156-A1,20160814,G06Q30/06
WO-2017219266-A1,20160622,G06Q30/06
WO-2018000344-A1,20160630,G06Q30/06
JP-6195323-B1,20160419,G06Q30/06
US-2019095860-A1,20160830,G06Q30/06
JP-2018073205-A,20161031,G06Q30/06
JP-2020504365-A,20161121,G06Q30/06
CN-106022857-A,20160506,G06Q30/06
EP-3472779-A1,20160714,G06Q30/06
JP-2016105292-A,20160104,G06Q30/06
JP-2016105292-A,20160104,G06Q30/06
FR-3048522-A1,20160302,G06Q30/06
CN-106355464-A,20160827,G06Q30/06
KR-20160091828-A,20160120,G06Q30/06
KR-20180012370-A,20160726,G06Q30/06
JP-2018097745-A,20161215,G06Q30/06
JP-6278481-B2,20160208,G06Q30/06
EP-3437057-A1,20161228,G06Q30/06
HK-1224466-A1,20161028,G06Q30/06
FR-3049372-A1,20160324,G06Q30/06
HK-1220281-A1,20160713,G06Q30/06
HK-1220281-A1,20160713,G06Q30/06
JP-2016167314-A,20160608,G06Q30/06
JP-2016167314-A,20160608,G06Q30/06
CN-106301884-B,20160622,G06Q30/06
WO-2017056443-A1,20160916,G06Q30/06
WO-2017068796-A1,20160126,G06Q30/06
WO-2016158798-A1,20160325,G06Q30/06
KR-20180007392-A,20160712,G06Q30/06
JP-WO2018016068-A1,20160722,G06Q30/06
EP-3382608-A1,20161118,G06Q30/06
JP-5965557-B1,20160129,G06Q30/06
CN-107369089-A,20160719,G06Q30/06
JP-6346218-B2,20160418,G06Q30/06
EP-3292528-A1,20160502,G06Q30/06
EP-3292528-A1,20160502,G06Q30/06
JP-6110583-B1,20160831,G06Q30/06
CN-106327266-A,20160830,G06Q30/06
JP-6653378-B2,20160902,G06Q30/06
JP-6653378-B2,20160902,G06Q30/06
EP-3320512-A1,20160708,G06Q30/06
HK-1219552-A1,20160630,G06Q30/06
EP-3281172-A4,20160515,G06Q30/06
CN-107851285-A,20160515,G06Q30/06
KR-101779757-B1,20160419,G06Q30/06
EP-3320514-A1,20161221,G06Q30/06
JP-6278322-B2,20160408,G06Q30/06
JP-2018031760-A,20161203,G06Q30/06
EP-3185201-A1,20161220,G06Q30/06
JP-6215507-B1,20160916,G06Q30/06
JP-6572468-B2,20161201,G06Q30/06
JP-6572468-B2,20161201,G06Q30/06
JP-6572468-B2,20161201,G06Q30/06
EP-3070595-A1,20160315,G06Q30/06
CN-105550832-A,20160215,G06Q30/06
CN-105809520-A,20160329,G06Q30/06
CA-3013409-A1,20160203,G06Q30/06
CA-3013409-A1,20160203,G06Q30/06
JP-6472060-B2,20161214,G06Q30/06
US-9576273-B2,20160226,G06Q30/06
US-9576273-B2,20160226,G06Q30/06
WO-2017120651-A1,20161123,G06Q30/06
WO-2017166536-A1,20160712,G06Q30/06
WO-2017000026-A1,20160628,G06Q30/06
US-9852228-B2,20160325,G06Q30/06
US-9852228-B2,20160325,G06Q30/06
WO-2018012646-A3,20160713,G06Q30/06
WO-2016196500-A1,20160531,G06Q30/06
GB-2554574-A,20161221,G06Q30/06
CN-107886346-A,20160930,G06Q30/06
CN-106096882-A,20160610,G06Q30/06
HK-1212493-A1,20160106,G06Q30/06
WO-2017154193-A1,20160311,G06Q30/06
WO-2017217581-A1,20160714,G06Q30/06
WO-2017005056-A1,20160518,G06Q30/06
US-10002381-B2,20160308,G06Q30/06
US-10002381-B2,20160308,G06Q30/06
US-10104197-B2,20161229,G06Q30/06
CN-106297010-A,20160809,G06Q30/06
CN-107784331-A,20160824,G06Q30/06
JP-2017041227-A,20160329,G06Q30/06
CN-106097590-A,20160617,G06Q30/06
KR-20180007120-A,20160712,G06Q30/06
KR-20180034914-A,20160928,G06Q30/06
US-2017255894-A1,20160301,G06Q30/06
CN-108154375-B,20161206,G06Q30/06
CN-105787787-A,20160405,G06Q30/06
EP-3352122-A1,20160906,G06Q30/06
JP-6348657-B2,20160205,G06Q30/06
GB-201902730-D0,20161020,G06Q30/06
EP-3398151-A4,20161219,G06Q30/06
JP-2016042395-A,20160104,G06Q30/06
JP-2016042395-A,20160104,G06Q30/06
JP-2016042395-A,20160104,G06Q30/06
JP-2018022284-A,20160802,G06Q30/06
JP-2017188042-A,20160408,G06Q30/06
CN-108701008-A,20160525,G06Q30/06
AU-2016234900-A1,20160927,G06Q30/06
CN-105574801-A,20160207,G06Q30/06
CN-106127564-A,20160818,G06Q30/06
CN-106372834-A,20160831,G06Q30/06
CN-106779943-A,20161215,G06Q30/06
EP-3404610-A4,20160525,G06Q30/06
CN-107533722-A,20160411,G06Q30/06
CN-107533722-A,20160411,G06Q30/06
KR-101760472-B1,20160202,G06Q30/06
EP-3174001-A1,20161118,G06Q30/06
FR-3039304-A1,20160719,G06Q30/06
CN-106779966-A,20161230,G06Q30/06
CN-108064373-A,20160824,G06Q30/06
EP-3369061-A2,20161027,G06Q30/06
JP-2018038301-A,20160906,G06Q30/06
EP-3139334-A1,20160825,G06Q30/06
WO-2018004056-A1,20160725,G06Q30/06
US-9868066-B2,20161020,G06Q30/06
US-9868066-B2,20161020,G06Q30/06
WO-2016176411-A1,20160428,G06Q30/06
WO-2018061136-A1,20160929,G06Q30/06
GB-2552458-A,20160630,G06Q30/06
CN-110689404-A,20160602,G06Q30/06
GB-2542470-A,20160715,G06Q30/06
BR-102016000691-A2,20160113,G06Q30/06
AU-2016236176-B2,20160323,G06Q30/06
JP-2017037629-A,20160412,G06Q30/06
JP-2017142609-A,20160209,G06Q30/06
JP-2017142609-A,20160209,G06Q30/06
EP-3348020-A1,20160909,G06Q30/06
EP-3348020-A1,20160909,G06Q30/06
JP-6236511-B2,20161102,G06Q30/06
WO-2017008041-A1,20160708,G06Q30/06
WO-2017056429-A1,20160915,G06Q30/06
US-9704151-B2,20161104,G06Q30/06
WO-2016163846-A3,20160411,G06Q30/06
BR-112018009030-A2,20161101,G06Q30/06
CN-106230851-B,20160829,G06Q30/06
EP-3145159-A1,20160916,G06Q30/06
US-9990351-B2,20161128,G06Q30/06
US-9990351-B2,20161128,G06Q30/06
WO-2016131392-A1,20160204,G06Q30/06
US-9940840-B1,20161006,G06Q30/06
WO-2017011345-A1,20160708,G06Q30/06
CN-105868977-A,20160401,G06Q30/06
CN-108074086-A,20161114,G06Q30/06
CN-108683719-A,20160622,G06Q30/06
CN-107710267-A,20160602,G06Q30/06
JP-2018519613-A,20160504,G06Q30/06
EP-3316738-A1,20160621,G06Q30/06
AU-2016204012-A1,20160615,G06Q30/06
CN-105635169-A,20160126,G06Q30/06
CN-107346462-A,20160504,G06Q30/06
CN-106128152-A,20160708,G06Q30/06
EP-3316202-A1,20161027,G06Q30/06
EP-3316202-A1,20161027,G06Q30/06
CN-105661812-A,20160129,G06Q30/06
JP-2018514850-A,20160322,G06Q30/06
GB-2558449-A,20160912,G06Q30/06
JP-2018536954-A,20161101,G06Q30/06
CN-108256944-A,20161229,G06Q30/06
AU-2016200571-B2,20160129,G06Q30/06
AU-2016329815-A1,20160401,G06Q30/06
JP-2019505905-A,20161219,G06Q30/06
JP-6163629-B1,20160519,G06Q30/06
WO-2016133355-A1,20160217,G06Q30/06
WO-2017195250-A1,20160509,G06Q30/06
JP-2019505894-A,20161212,G06Q30/06
EP-3304448-A1,20160525,G06Q30/06
EP-3057057-A1,20160205,G06Q30/06
WO-2016153238-A1,20160321,G06Q30/06
WO-2016209484-A1,20160525,G06Q30/06
JP-6506183-B2,20160113,G06Q30/06
JP-6506183-B2,20160113,G06Q30/06
JP-6506183-B2,20160113,G06Q30/06
CN-105788109-A,20160107,G06Q30/06
CN-105788109-A,20160107,G06Q30/06
JP-6648391-B2,20160714,G06Q30/06
JP-6648391-B2,20160714,G06Q30/06
GB-201804313-D0,20160819,G06Q30/06
EP-3254180-A4,20160201,G06Q30/06
EP-3254180-A4,20160201,G06Q30/06
EP-3254180-A4,20160201,G06Q30/06
JP-2019504372-A,20160401,G06Q30/06
JP-6245487-B2,20160812,G06Q30/06
EP-3348020-A4,20160909,G06Q30/06
EP-3348020-A4,20160909,G06Q30/06
CN-107169815-A,20160308,G06Q30/06
JP-6047679-B1,20160523,G06Q30/06
KR-20170094949-A,20160212,G06Q30/06
WO-2018088584-A1,20161110,G06Q30/06
US-9600779-B2,20160203,G06Q30/06
US-9600779-B2,20160203,G06Q30/06
WO-2017149346-A1,20160304,G06Q30/06
WO-2017149346-A1,20160304,G06Q30/06
EP-3284051-A4,20160415,G06Q30/06
EP-3267388-A4,20160602,G06Q30/06
AU-2016231492-A1,20160920,G06Q30/06
EP-3396521-A1,20161212,G06Q30/06
HK-1217805-A1,20160520,G06Q30/06
KR-20170112353-A,20160331,G06Q30/06
WO-2017154169-A1,20160310,G06Q30/06
WO-2017091184-A1,20161125,G06Q30/06
WO-2017055119-A1,20160919,G06Q30/06
WO-2017055119-A1,20160919,G06Q30/06
CN-105761024-A,20160419,G06Q30/06
EP-3281172-A1,20160515,G06Q30/06
EP-3357012-A1,20160919,G06Q30/06
EP-3357012-A1,20160919,G06Q30/06
US-10505922-B2,20160208,G06Q30/06
US-10505922-B2,20160208,G06Q30/06
RU-2017138464-A3,20160411,G06Q30/06
RU-2017138464-A3,20160411,G06Q30/06
KR-101886504-B1,20160831,G06Q30/06
EP-3401723-A1,20161222,G06Q30/06
EP-3401723-A1,20161222,G06Q30/06
CN-107735808-A,20160502,G06Q30/06
CN-107735808-A,20160502,G06Q30/06
CN-107111832-B,20161222,G06Q30/06
US-2019156401-A1,20160915,G06Q30/06
FR-3050055-A1,20160408,G06Q30/06
KR-20180010618-A,20160721,G06Q30/06
US-10229177-B2,20160708,G06Q30/06
US-10229177-B2,20160708,G06Q30/06
KR-20170106890-A,20160603,G06Q30/06
KR-20170139431-A,20160614,G06Q30/06
KR-101777742-B1,20160126,G06Q30/06
US-10181097-B1,20160208,G06Q30/06
KR-20170102759-A,20160302,G06Q30/06
EP-3291161-A4,20160819,G06Q30/06
