publication_number,filing_date,cpc_code
MX-2016014454-A,20161104,G06Q30/06
WO-2018055660-A1,20160920,G06Q30/06
US-2016328478-A1,20160719,G06Q30/06
WO-2016164171-A1,20160323,G06Q30/06
WO-2017166535-A1,20160712,G06Q30/06
WO-2018009211-A1,20160708,G06Q30/06
WO-2018017034-A1,20160721,G06Q30/06
KR-20170133210-A,20160531,G06Q30/06
KR-101914840-B1,20161230,G06Q30/06
KR-101706141-B1,20160129,G06Q30/06
KR-101986410-B1,20160602,G06Q30/06
KR-20170122047-A,20160426,G06Q30/06
KR-20170122047-A,20160426,G06Q30/06
EP-3424009-A1,20160304,G06Q30/06
EP-3424009-A1,20160304,G06Q30/06
GB-201612704-D0,20160722,G06Q30/06
CA-2986115-A1,20160517,G06Q30/06
TW-201710969-A,20160310,G06Q30/06
TW-201710969-A,20160310,G06Q30/06
KR-101742693-B1,20160615,G06Q30/06
KR-101742693-B1,20160615,G06Q30/06
KR-101742693-B1,20160615,G06Q30/06
US-2016315838-A1,20160701,G06Q30/06
US-2016217356-A1,20160405,G06Q30/06
KR-20160018610-A,20160121,G06Q30/06
KR-20170089301-A,20160126,G06Q30/06
US-2016205112-A1,20160317,G06Q30/06
US-2016205112-A1,20160317,G06Q30/06
US-10346514-B2,20161020,G06Q30/06
US-10346514-B2,20161020,G06Q30/06
US-2018096343-A1,20161005,G06Q30/06
MX-2017016565-A,20161122,G06Q30/06
KR-20170062410-A,20161125,G06Q30/06
KR-20170062410-A,20161125,G06Q30/06
KR-20170133630-A,20160526,G06Q30/06
KR-101718883-B1,20160704,G06Q30/06
KR-101718883-B1,20160704,G06Q30/06
KR-20170089270-A,20160126,G06Q30/06
KR-20180051056-A,20161108,G06Q30/06
SE-1650965-A1,20160701,G06Q30/06
SE-1650966-A1,20160701,G06Q30/06
US-10530907-B1,20161101,G06Q30/06
US-10530907-B1,20161101,G06Q30/06
US-10586473-B2,20160129,G06Q30/06
US-10586473-B2,20160129,G06Q30/06
US-10586473-B2,20160129,G06Q30/06
JP-2018525690-A,20160801,G06Q30/06
JP-2019066897-A,20160217,G06Q30/06
KR-20170093399-A,20160205,G06Q30/06
US-10102514-B2,20160404,G06Q30/06
US-10102514-B2,20160404,G06Q30/06
KR-20170093518-A,20160205,G06Q30/06
KR-20180007081-A,20160712,G06Q30/06
KR-20170096747-A,20160217,G06Q30/06
KR-20180004420-A,20160704,G06Q30/06
PH-22016001104-U1,20160510,G06Q30/06
US-10200726-B2,20160831,G06Q30/06
US-10200726-B2,20160831,G06Q30/06
TW-201734936-A,20160322,G06Q30/06
KR-20180052243-A,20161110,G06Q30/06
US-2016300043-A1,20160620,G06Q30/06
US-2017126651-A1,20161103,G06Q30/06
KR-20170142724-A,20160620,G06Q30/06
TW-201805881-A,20160907,G06Q30/06
US-10255022-B2,20160308,G06Q30/06
US-10255022-B2,20160308,G06Q30/06
US-10255022-B2,20160308,G06Q30/06
US-2017006101-A1,20160914,G06Q30/06
WO-2017152686-A1,20161221,G06Q30/06
WO-2016125428-A1,20160112,G06Q30/06
KR-20170102780-A,20160302,G06Q30/06
US-10217096-B2,20160122,G06Q30/06
US-10217096-B2,20160122,G06Q30/06
US-10248980-B2,20160713,G06Q30/06
US-10248980-B2,20160713,G06Q30/06
US-10248980-B2,20160713,G06Q30/06
CN-108241875-A,20161223,G06Q30/06
WO-2016113723-A1,20160310,G06Q30/06
KR-20170086826-A,20160119,G06Q30/06
KR-20170121557-A,20160425,G06Q30/06
US-10489849-B2,20160113,G06Q30/06
US-10489849-B2,20160113,G06Q30/06
US-10489849-B2,20160113,G06Q30/06
KR-20170090864-A,20160129,G06Q30/06
TW-201702961-A,20160328,G06Q30/06
KR-20180030514-A,20160714,G06Q30/06
KR-20180030514-A,20160714,G06Q30/06
RU-2016149603-A,20161216,G06Q30/06
RU-2016149603-A,20161216,G06Q30/06
KR-20170098422-A,20160221,G06Q30/06
KR-20170106133-A,20160311,G06Q30/06
US-10108880-B2,20160923,G06Q30/06
US-2018101841-A1,20161011,G06Q30/06
US-2016275483-A1,20160531,G06Q30/06
US-2016275483-A1,20160531,G06Q30/06
JP-WO2017119096-A1,20160107,G06Q30/06
KR-101682645-B1,20160127,G06Q30/06
KR-20170090803-A,20160129,G06Q30/06
JP-WO2016147797-A1,20160219,G06Q30/06
KR-20170140189-A,20160422,G06Q30/06
KR-20160019077-A,20160129,G06Q30/06
JP-WO2017038882-A1,20160831,G06Q30/06
KR-101791676-B1,20160503,G06Q30/06
US-10204352-B2,20160504,G06Q30/06
US-10204352-B2,20160504,G06Q30/06
KR-101808251-B1,20160415,G06Q30/06
US-2016132700-A1,20160113,G06Q30/06
US-2016371793-A1,20160830,G06Q30/06
US-2016217258-A1,20160407,G06Q30/06
US-2017103629-A1,20161007,G06Q30/06
US-2016248750-A1,20160504,G06Q30/06
US-2016248750-A1,20160504,G06Q30/06
WO-2017043847-A1,20160907,G06Q30/06
US-9813345-B1,20160201,G06Q30/06
US-2017039542-A1,20161025,G06Q30/06
KR-101781597-B1,20160115,G06Q30/06
US-10559031-B2,20160516,G06Q30/06
US-10559031-B2,20160516,G06Q30/06
US-10559031-B2,20160516,G06Q30/06
KR-20170041125-A,20160802,G06Q30/06
KR-20170041125-A,20160802,G06Q30/06
SG-11201800896R-A,20160602,G06Q30/06
JP-WO2017134934-A1,20161214,G06Q30/06
KR-101809219-B1,20160226,G06Q30/06
JP-WO2016199397-A1,20160607,G06Q30/06
US-10148910-B2,20161230,G06Q30/06
US-9934506-B2,20160105,G06Q30/06
US-9934506-B2,20160105,G06Q30/06
WO-2017018702-A3,20160714,G06Q30/06
WO-2017039367-A9,20160902,G06Q30/06
KR-20170084972-A,20160422,G06Q30/06
KR-20170058876-A,20161121,G06Q30/06
KR-20170058876-A,20161121,G06Q30/06
US-10438158-B2,20160301,G06Q30/06
US-10438158-B2,20160301,G06Q30/06
US-10438158-B2,20160301,G06Q30/06
US-10547586-B1,20160506,G06Q30/06
US-10547586-B1,20160506,G06Q30/06
US-2017148022-A1,20160829,G06Q30/06
US-2017011407-A1,20160609,G06Q30/06
US-2017200218-A1,20160323,G06Q30/06
US-2017200218-A1,20160323,G06Q30/06
KR-20170099044-A,20160223,G06Q30/06
CN-106204073-A,20160720,G06Q30/06
US-2016259456-A1,20160517,G06Q30/06
US-2016321649-A1,20160712,G06Q30/06
US-2016203554-A1,20160321,G06Q30/06
US-2016203554-A1,20160321,G06Q30/06
KR-20170136157-A,20160601,G06Q30/06
KR-20170086354-A,20160118,G06Q30/06
KR-101744260-B1,20160217,G06Q30/06
WO-2018042683-A1,20161020,G06Q30/06
WO-2018123032-A1,20161228,G06Q30/06
WO-2017044643-A1,20160908,G06Q30/06
WO-2017044643-A1,20160908,G06Q30/06
WO-2017052415-A1,20160325,G06Q30/06
WO-2016177249-A1,20160406,G06Q30/06
KR-101833806-B1,20160620,G06Q30/06
RU-2016116509-A,20160427,G06Q30/06
KR-101837473-B1,20161021,G06Q30/06
KR-101837473-B1,20161021,G06Q30/06
KR-101837473-B1,20161021,G06Q30/06
JP-WO2017149777-A1,20160304,G06Q30/06
KR-20170101453-A,20160229,G06Q30/06
US-2016202849-A1,20160321,G06Q30/06
US-2017032448-A1,20161014,G06Q30/06
US-2017039571-A1,20160707,G06Q30/06
US-2017039571-A1,20160707,G06Q30/06
KR-20170005759-A,20160627,G06Q30/06
JP-WO2018083776-A1,20161104,G06Q30/06
KR-102030037-B1,20160415,G06Q30/06
KR-102030037-B1,20160415,G06Q30/06
KR-101729678-B1,20160325,G06Q30/06
US-2018089663-A1,20160429,G06Q30/06
US-2018089663-A1,20160429,G06Q30/06
US-2017017966-A1,20160718,G06Q30/06
KR-20180052866-A,20161111,G06Q30/06
US-10289994-B2,20160914,G06Q30/06
US-10289994-B2,20160914,G06Q30/06
US-2016247159-A1,20160429,G06Q30/06
US-2016253634-A1,20160425,G06Q30/06
TW-I657385-B,20160122,G06Q30/06
PL-416750-A1,20160404,G06Q30/06
KR-20170031607-A,20160714,G06Q30/06
KR-20170031607-A,20160714,G06Q30/06
KR-101803863-B1,20160513,G06Q30/06
KR-101803863-B1,20160513,G06Q30/06
US-10380513-B2,20160902,G06Q30/06
US-10380513-B2,20160902,G06Q30/06
US-10380513-B2,20160902,G06Q30/06
KR-20170089306-A,20160126,G06Q30/06
KR-20180019257-A,20160812,G06Q30/06
KR-20180026155-A,20160902,G06Q30/06
KR-101730118-B1,20160801,G06Q30/06
CN-107818004-A,20160913,G06Q30/06
US-2017109753-A1,20161229,G06Q30/06
US-2016335675-A1,20160513,G06Q30/06
US-2016350845-A1,20160816,G06Q30/06
US-2016253843-A1,20160211,G06Q30/06
KR-20170090054-A,20160128,G06Q30/06
RU-2017138464-A,20160411,G06Q30/06
RU-2017138464-A,20160411,G06Q30/06
KR-101782387-B1,20160615,G06Q30/06
KR-20180065509-A,20161208,G06Q30/06
US-2017270502-A1,20161014,G06Q30/06
KR-20160015351-A,20160126,G06Q30/06
US-2016371459-A1,20160831,G06Q30/06
WO-2017112132-A1,20161115,G06Q30/06
WO-2017221313-A1,20160620,G06Q30/06
WO-2016192592-A1,20160527,G06Q30/06
RU-2678098-C2,20161216,G06Q30/06
RU-2678098-C2,20161216,G06Q30/06
SG-10201610340W-A,20161209,G06Q30/06
US-10460366-B2,20160602,G06Q30/06
US-9661012-B2,20160708,G06Q30/06
WO-2016138863-A1,20160302,G06Q30/06
AU-2016362126-A1,20161202,G06Q30/06
GB-2558148-A,20161027,G06Q30/06
TW-I605404-B,20160901,G06Q30/06
KR-101741417-B1,20160108,G06Q30/06
US-2016253644-A1,20160321,G06Q30/06
US-2016253644-A1,20160321,G06Q30/06
TW-201709125-A,20160630,G06Q30/06
WO-2018115567-A1,20161219,G06Q30/06
WO-2016114573-A1,20160113,G06Q30/06
WO-2017163280-A1,20160912,G06Q30/06
US-10339594-B2,20160805,G06Q30/06
US-10339594-B2,20160805,G06Q30/06
US-10438138-B2,20160505,G06Q30/06
TW-I654583-B,20160322,G06Q30/06
US-10339574-B2,20160418,G06Q30/06
US-10339574-B2,20160418,G06Q30/06
KR-101892536-B1,20161208,G06Q30/06
KR-20170124307-A,20160502,G06Q30/06
US-2017228965-A1,20161209,G06Q30/06
US-2016217644-A1,20160204,G06Q30/06
US-2016162998-A1,20160211,G06Q30/06
US-2017046757-A1,20161031,G06Q30/06
US-2017230427-A1,20161230,G06Q30/06
KR-101729646-B1,20160113,G06Q30/06
US-2017032350-A1,20161013,G06Q30/06
US-2017032350-A1,20161013,G06Q30/06
US-2018300714-A1,20160610,G06Q30/06
GB-2550171-A,20160511,G06Q30/06
EP-3384399-A4,20161202,G06Q30/06
EP-3384399-A4,20161202,G06Q30/06
EP-3367325-A1,20161020,G06Q30/06
KR-20180037473-A,20161004,G06Q30/06
KR-20160022850-A,20160215,G06Q30/06
US-2016155070-A1,20160208,G06Q30/06
US-2016140554-A1,20160121,G06Q30/06
US-2017349142-A1,20160606,G06Q30/06
US-2017349142-A1,20160606,G06Q30/06
US-2018158118-A1,20161229,G06Q30/06
US-2018158118-A1,20161229,G06Q30/06
US-2016328779-A1,20160720,G06Q30/06
US-2016328779-A1,20160720,G06Q30/06
US-2017213210-A1,20160122,G06Q30/06
KR-20160105752-A,20160830,G06Q30/06
KR-20160105752-A,20160830,G06Q30/06
US-2016300201-A1,20160616,G06Q30/06
US-2017084063-A1,20161129,G06Q30/06
US-2017084063-A1,20161129,G06Q30/06
US-2017004479-A1,20160915,G06Q30/06
US-2017004479-A1,20160915,G06Q30/06
US-2017315712-A1,20160502,G06Q30/06
US-2017178132-A1,20161207,G06Q30/06
US-10445963-B2,20160211,G06Q30/06
US-10445963-B2,20160211,G06Q30/06
US-10445963-B2,20160211,G06Q30/06
US-10410333-B2,20160303,G06Q30/06
US-10410333-B2,20160303,G06Q30/06
US-10410333-B2,20160303,G06Q30/06
KR-20170081859-A,20160105,G06Q30/06
KR-20170092764-A,20160204,G06Q30/06
KR-101814095-B1,20160324,G06Q30/06
US-10142512-B2,20160127,G06Q30/06
US-10142512-B2,20160127,G06Q30/06
KR-101858120-B1,20160530,G06Q30/06
KR-101858120-B1,20160530,G06Q30/06
KR-20180007628-A,20160713,G06Q30/06
KR-20170088035-A,20160122,G06Q30/06
KR-101715859-B1,20160613,G06Q30/06
KR-101715859-B1,20160613,G06Q30/06
US-2016335679-A1,20160513,G06Q30/06
KR-101832617-B1,20160830,G06Q30/06
KR-101832617-B1,20160830,G06Q30/06
US-2016148210-A1,20160129,G06Q30/06
JP-WO2017158640-A1,20160315,G06Q30/06
EP-3393977-A1,20161220,G06Q30/06
US-9954907-B2,20161230,G06Q30/06
WO-2017086174-A1,20161102,G06Q30/06
WO-2017002116-A1,20160629,G06Q30/06
TW-201627936-A,20160114,G06Q30/06
US-2017103449-A1,20161220,G06Q30/06
US-2016314517-A1,20160422,G06Q30/06
JP-WO2018061057-A1,20160929,G06Q30/06
KR-101829741-B1,20161107,G06Q30/06
US-10433100-B2,20161103,G06Q30/06
KR-102034365-B1,20160819,G06Q30/06
RU-2653311-C2,20160427,G06Q30/06
WO-2017072647-A1,20161024,G06Q30/06
WO-2017018720-A1,20160721,G06Q30/06
WO-2018037492-A1,20160824,G06Q30/06
TW-I645351-B,20160328,G06Q30/06
US-2018204255-A1,20160324,G06Q30/06
US-10354218-B2,20160804,G06Q30/06
US-10354218-B2,20160804,G06Q30/06
US-10354218-B2,20160804,G06Q30/06
US-2016277631-A1,20160314,G06Q30/06
US-2016335613-A1,20160725,G06Q30/06
US-2017262422-A1,20160902,G06Q30/06
US-2017262422-A1,20160902,G06Q30/06
KR-20160016997-A,20160125,G06Q30/06
KR-20160128287-A,20161031,G06Q30/06
KR-20170082294-A,20160106,G06Q30/06
KR-101792842-B1,20161007,G06Q30/06
KR-101792842-B1,20161007,G06Q30/06
US-2016203544-A1,20160113,G06Q30/06
US-2016203544-A1,20160113,G06Q30/06
US-2016321334-A1,20160708,G06Q30/06
US-9530137-B2,20160209,G06Q30/06
US-9530137-B2,20160209,G06Q30/06
US-9530137-B2,20160209,G06Q30/06
US-9591370-B2,20160622,G06Q30/06
US-9591370-B2,20160622,G06Q30/06
US-9591370-B2,20160622,G06Q30/06
RU-2642378-C2,20160406,G06Q30/06
US-10552506-B2,20160630,G06Q30/06
US-10552506-B2,20160630,G06Q30/06
US-10552506-B2,20160630,G06Q30/06
TW-201723950-A,20161004,G06Q30/06
KR-20160128976-A,20161028,G06Q30/06
US-10095372-B2,20160314,G06Q30/06
US-2017068238-A1,20160901,G06Q30/06
US-2017068971-A1,20161121,G06Q30/06
US-2017068971-A1,20161121,G06Q30/06
KR-20170094997-A,20160212,G06Q30/06
KR-20170094997-A,20160212,G06Q30/06
US-10078830-B2,20160513,G06Q30/06
US-10078830-B2,20160513,G06Q30/06
US-10373109-B2,20160804,G06Q30/06
US-10373109-B2,20160804,G06Q30/06
US-10373109-B2,20160804,G06Q30/06
KR-20170043078-A,20160105,G06Q30/06
KR-20170051132-A,20160307,G06Q30/06
KR-20170141568-A,20160620,G06Q30/06
KR-20180011489-A,20160725,G06Q30/06
KR-20180034913-A,20160928,G06Q30/06
KR-101804245-B1,20160930,G06Q30/06
KR-101804245-B1,20160930,G06Q30/06
JP-WO2018070026-A1,20161013,G06Q30/06
US-10339129-B2,20160720,G06Q30/06
US-2017178119-A1,20161214,G06Q30/06
US-2017178119-A1,20161214,G06Q30/06
US-2016248890-A1,20160503,G06Q30/06
US-2018253446-A1,20160831,G06Q30/06
KR-101715880-B1,20160310,G06Q30/06
KR-101894707-B1,20161223,G06Q30/06
US-2016260162-A1,20160308,G06Q30/06
US-2016328788-A1,20160718,G06Q30/06
US-10007861-B1,20160601,G06Q30/06
KR-20170131014-A,20160520,G06Q30/06
KR-20180074015-A,20161223,G06Q30/06
KR-20170089618-A,20160127,G06Q30/06
KR-20170119080-A,20160418,G06Q30/06
KR-20170125570-A,20160504,G06Q30/06
KR-20180081746-A,20161027,G06Q30/06
KR-20160128264-A,20161025,G06Q30/06
KR-20180006876-A,20160302,G06Q30/06
US-2018130042-A1,20161107,G06Q30/06
US-10002347-B2,20161117,G06Q30/06
US-10002347-B2,20161117,G06Q30/06
KR-20160130206-A,20161102,G06Q30/06
US-2017068551-A1,20161114,G06Q30/06
US-2017068551-A1,20161114,G06Q30/06
US-2016132053-A1,20160115,G06Q30/06
US-2016132053-A1,20160115,G06Q30/06
KR-20170084451-A,20160112,G06Q30/06
KR-101803275-B1,20160620,G06Q30/06
KR-101796313-B1,20160129,G06Q30/06
KR-20160115897-A,20160926,G06Q30/06
KR-20160115897-A,20160926,G06Q30/06
RU-2634208-C1,20161118,G06Q30/06
WO-2016187086-A1,20160515,G06Q30/06
WO-2017138214-A1,20161121,G06Q30/06
WO-2017138214-A1,20161121,G06Q30/06
WO-2016168499-A1,20160414,G06Q30/06
WO-2016168499-A1,20160414,G06Q30/06
WO-2017075042-A1,20161026,G06Q30/06
US-2016260073-A1,20160304,G06Q30/06
KR-20170099728-A,20160224,G06Q30/06
US-10229458-B2,20160916,G06Q30/06
US-10229458-B2,20160916,G06Q30/06
KR-20170087114-A,20160119,G06Q30/06
US-2017323158-A1,20160503,G06Q30/06
US-2017180961-A1,20161129,G06Q30/06
KR-20170099043-A,20160223,G06Q30/06
SG-11201803469Y-A,20161027,G06Q30/06
US-10268993-B2,20161226,G06Q30/06
US-10268993-B2,20161226,G06Q30/06
US-2017039572-A1,20160714,G06Q30/06
US-2017039564-A1,20161018,G06Q30/06
US-2016248795-A1,20160203,G06Q30/06
KR-20180059203-A,20161125,G06Q30/06
US-2017039331-A1,20160707,G06Q30/06
US-10534635-B2,20161228,G06Q30/06
US-10534635-B2,20161228,G06Q30/06
US-2016350739-A1,20160811,G06Q30/06
US-2016314520-A1,20160701,G06Q30/06
KR-20170106684-A,20160314,G06Q30/06
US-2017323280-A1,20160505,G06Q30/06
US-2016314217-A1,20160630,G06Q30/06
US-2016314217-A1,20160630,G06Q30/06
US-2017093881-A1,20161212,G06Q30/06
US-2017230426-A1,20161229,G06Q30/06
US-10055729-B2,20160325,G06Q30/06
US-2018158124-A1,20160519,G06Q30/06
US-2018128638-A1,20160615,G06Q30/06
US-2018128638-A1,20160615,G06Q30/06
US-2017262776-A1,20160902,G06Q30/06
US-2017262776-A1,20160902,G06Q30/06
US-2017032288-A1,20160808,G06Q30/06
WO-2017059489-A1,20161006,G06Q30/06
WO-2017145510-A1,20161221,G06Q30/06
US-9852530-B2,20161129,G06Q30/06
US-9852530-B2,20161129,G06Q30/06
US-9852530-B2,20161129,G06Q30/06
WO-2017074244-A1,20161020,G06Q30/06
US-9626610-B2,20160615,G06Q30/06
US-9626610-B2,20160615,G06Q30/06
CN-108701316-A,20161221,G06Q30/06
AU-2016258583-A1,20160502,G06Q30/06
AU-2016258583-A1,20160502,G06Q30/06
CN-105809518-A,20160322,G06Q30/06
SG-10201610030U-A,20161129,G06Q30/06
US-2017357972-A1,20161114,G06Q30/06
US-2017103468-A1,20161013,G06Q30/06
US-2016267530-A1,20160311,G06Q30/06
US-2016275482-A1,20160530,G06Q30/06
US-2018033066-A1,20160801,G06Q30/06
WO-2017105122-A2,20161216,G06Q30/06
WO-2017043708-A1,20160107,G06Q30/06
US-2017243207-A1,20160218,G06Q30/06
US-2018039933-A1,20160804,G06Q30/06
US-2018039933-A1,20160804,G06Q30/06
KR-20170130145-A,20160518,G06Q30/06
TW-201723953-A,20160218,G06Q30/06
TW-201723953-A,20160218,G06Q30/06
TW-201723953-A,20160218,G06Q30/06
US-9524524-B2,20160216,G06Q30/06
US-9524524-B2,20160216,G06Q30/06
WO-2017041153-A1,20160906,G06Q30/06
WO-2017095634-A1,20161116,G06Q30/06
WO-2017095634-A1,20161116,G06Q30/06
WO-2017057811-A1,20160401,G06Q30/06
WO-2018018545-A1,20160728,G06Q30/06
WO-2017073848-A1,20160205,G06Q30/06
WO-2016144148-A1,20160314,G06Q30/06
WO-2017190174-A1,20160506,G06Q30/06
US-2018330366-A1,20161109,G06Q30/06
US-2018330366-A1,20161109,G06Q30/06
US-2018330366-A1,20161109,G06Q30/06
JP-WO2018051485-A1,20160916,G06Q30/06
KR-20180001763-A,20160628,G06Q30/06
MX-2017013059-A,20160411,G06Q30/06
MX-2017013059-A,20160411,G06Q30/06
US-2018114416-A1,20160415,G06Q30/06
US-2016125392-A1,20160108,G06Q30/06
US-2016125392-A1,20160108,G06Q30/06
US-10015231-B2,20160311,G06Q30/06
KR-20180027860-A,20160907,G06Q30/06
KR-101689637-B1,20160224,G06Q30/06
KR-20160128253-A,20160719,G06Q30/06
TW-201702942-A,20160308,G06Q30/06
TW-201702942-A,20160308,G06Q30/06
US-10380512-B2,20160902,G06Q30/06
US-10380512-B2,20160902,G06Q30/06
US-10380512-B2,20160902,G06Q30/06
KR-20160098041-A,20160129,G06Q30/06
KR-20170101709-A,20160229,G06Q30/06
JP-WO2017115453-A1,20160930,G06Q30/06
KR-20170027680-A,20160902,G06Q30/06
RU-2705775-C1,20160602,G06Q30/06
JP-WO2017203672-A1,20160526,G06Q30/06
WO-2016205967-A1,20160623,G06Q30/06
WO-2016140556-A2,20160304,G06Q30/06
WO-2016203318-A1,20160617,G06Q30/06
US-2016328715-A1,20160108,G06Q30/06
JP-WO2018037492-A1,20160824,G06Q30/06
WO-2017075168-A1,20161027,G06Q30/06
WO-2018086052-A1,20161111,G06Q30/06
WO-2016124998-A1,20160127,G06Q30/06
KR-101739112-B1,20160502,G06Q30/06
MX-2018005330-A,20161027,G06Q30/06
US-2018276680-A1,20160906,G06Q30/06
US-2016307413-A1,20160318,G06Q30/06
US-2016313889-A1,20160427,G06Q30/06
KR-101778285-B1,20160418,G06Q30/06
KR-101778285-B1,20160418,G06Q30/06
KR-101976903-B1,20160929,G06Q30/06
KR-101976903-B1,20160929,G06Q30/06
KR-20180017597-A,20160810,G06Q30/06
KR-20180017597-A,20160810,G06Q30/06
US-10339525-B2,20160628,G06Q30/06
US-10339525-B2,20160628,G06Q30/06
KR-20180078531-A,20161230,G06Q30/06
US-2018075451-A1,20160325,G06Q30/06
US-2016358245-A1,20160819,G06Q30/06
US-2017109328-A1,20161020,G06Q30/06
US-2017109328-A1,20161020,G06Q30/06
KR-20160021436-A,20160204,G06Q30/06
KR-101748411-B1,20160223,G06Q30/06
US-10269001-B2,20160112,G06Q30/06
US-10269001-B2,20160112,G06Q30/06
KR-20170064465-A,20161121,G06Q30/06
KR-20160131979-A,20161102,G06Q30/06
US-2016283929-A1,20160606,G06Q30/06
US-2016283929-A1,20160606,G06Q30/06
US-2018089731-A1,20160602,G06Q30/06
US-2017083848-A1,20161201,G06Q30/06
US-2017083848-A1,20161201,G06Q30/06
US-2018285879-A1,20160930,G06Q30/06
US-2018285879-A1,20160930,G06Q30/06
US-2017012893-A1,20160923,G06Q30/06
US-2017012893-A1,20160923,G06Q30/06
KR-20170085260-A,20160114,G06Q30/06
KR-101859446-B1,20160311,G06Q30/06
MX-2018005425-A,20161027,G06Q30/06
JP-WO2016151986-A1,20160127,G06Q30/06
KR-20180027862-A,20160907,G06Q30/06
KR-101836116-B1,20160426,G06Q30/06
KR-101836116-B1,20160426,G06Q30/06
US-10511570-B2,20160830,G06Q30/06
US-10511570-B2,20160830,G06Q30/06
US-10511570-B2,20160830,G06Q30/06
WO-2018088595-A1,20161114,G06Q30/06
WO-2017203719-A1,20160602,G06Q30/06
US-9706159-B2,20161111,G06Q30/06
US-9706159-B2,20161111,G06Q30/06
WO-2017050069-A1,20160819,G06Q30/06
WO-2017122909-A1,20161017,G06Q30/06
WO-2016166708-A1,20160415,G06Q30/06
WO-2017056791-A1,20160824,G06Q30/06
US-10430627-B2,20161206,G06Q30/06
JP-WO2017163280-A1,20160912,G06Q30/06
KR-20160034264-A,20160201,G06Q30/06
KR-20170084973-A,20160422,G06Q30/06
TW-I642012-B,20161004,G06Q30/06
US-2017132650-A1,20160915,G06Q30/06
US-2017054820-A1,20160819,G06Q30/06
US-2016373553-A1,20160829,G06Q30/06
KR-20170101669-A,20160229,G06Q30/06
JP-WO2017212667-A1,20161129,G06Q30/06
US-10572878-B2,20161207,G06Q30/06
US-10185954-B2,20160316,G06Q30/06
US-10185954-B2,20160316,G06Q30/06
KR-101753830-B1,20160629,G06Q30/06
RU-2681369-C1,20160323,G06Q30/06
US-2017124547-A1,20161027,G06Q30/06
US-2017068940-A1,20161121,G06Q30/06
US-2017068940-A1,20161121,G06Q30/06
JP-WO2018037524-A1,20160825,G06Q30/06
KR-20160024368-A,20160211,G06Q30/06
US-2017171711-A1,20160517,G06Q30/06
US-2017171711-A1,20160517,G06Q30/06
US-2016239886-A1,20160421,G06Q30/06
DE-102016013830-A1,20161111,G06Q30/06
US-2016148184-A1,20160129,G06Q30/06
US-9858603-B2,20160202,G06Q30/06
US-9858603-B2,20160202,G06Q30/06
WO-2017105067-A1,20161214,G06Q30/06
WO-2016174804-A1,20160303,G06Q30/06
WO-2016174804-A1,20160303,G06Q30/06
US-10372305-B2,20160916,G06Q30/06
US-10372305-B2,20160916,G06Q30/06
KR-20170141063-A,20160614,G06Q30/06
US-10440102-B2,20161208,G06Q30/06
KR-20170120730-A,20160322,G06Q30/06
JP-WO2016158798-A1,20160325,G06Q30/06
CN-106204187-A,20160624,G06Q30/06
US-2016309120-A1,20160630,G06Q30/06
US-2016189252-A1,20160310,G06Q30/06
WO-2016163060-A1,20160203,G06Q30/06
US-10387695-B2,20160105,G06Q30/06
US-10387695-B2,20160105,G06Q30/06
US-10387695-B2,20160105,G06Q30/06
KR-20170130089-A,20160518,G06Q30/06
KR-101770504-B1,20160229,G06Q30/06
US-2016301979-A1,20160622,G06Q30/06
US-2016301979-A1,20160622,G06Q30/06
US-9876731-B2,20160923,G06Q30/06
US-9876731-B2,20160923,G06Q30/06
US-9876731-B2,20160923,G06Q30/06
WO-2017031457-A1,20160819,G06Q30/06
WO-2018123040-A1,20161228,G06Q30/06
US-2016210345-A1,20160316,G06Q30/06
US-2016210345-A1,20160316,G06Q30/06
KR-101756396-B1,20160125,G06Q30/06
US-10489846-B2,20160829,G06Q30/06
US-10489846-B2,20160829,G06Q30/06
US-10489846-B2,20160829,G06Q30/06
RU-2622854-C1,20160408,G06Q30/06
RU-2622854-C1,20160408,G06Q30/06
US-10007813-B2,20160310,G06Q30/06
US-10007813-B2,20160310,G06Q30/06
US-2017329630-A1,20161228,G06Q30/06
WO-2017078378-A2,20161101,G06Q30/06
US-9881293-B2,20160811,G06Q30/06
US-9881293-B2,20160811,G06Q30/06
WO-2017145198-A1,20160226,G06Q30/06
WO-2017092202-A1,20160325,G06Q30/06
WO-2018088579-A1,20161109,G06Q30/06
US-2016155109-A1,20160122,G06Q30/06
US-10354131-B2,20161110,G06Q30/06
US-10354131-B2,20161110,G06Q30/06
KR-101724109-B1,20160928,G06Q30/06
US-2019251618-A1,20160729,G06Q30/06
US-2016247212-A1,20160429,G06Q30/06
US-2016247212-A1,20160429,G06Q30/06
US-2018089725-A1,20160318,G06Q30/06
US-2018089725-A1,20160318,G06Q30/06
JP-2019512828-A,20160427,G06Q30/06
JP-6234540-B1,20161125,G06Q30/06
JP-6234540-B1,20161125,G06Q30/06
US-2018365596-A1,20160505,G06Q30/06
SG-11201707096W-A,20160302,G06Q30/06
US-10051018-B2,20161229,G06Q30/06
KR-20160128973-A,20161028,G06Q30/06
KR-20190043627-A,20161121,G06Q30/06
US-2018005173-A1,20160701,G06Q30/06
US-2018005173-A1,20160701,G06Q30/06
US-2018005173-A1,20160701,G06Q30/06
KR-101839802-B1,20160204,G06Q30/06
KR-101723467-B1,20160819,G06Q30/06
TW-201706940-A,20160328,G06Q30/06
