genres_num,budget_norm_mean,production_companies_num,budget,spoken_languages_weight,North America,production_countries_weight,production_companies_weight,budget_norm_max
0.25,0.0,0.11538461538461539,0.0,0.016986162828115665,0.0,0.1197248116270066,0.01258116883116883,0.0
0.375,0.03377790004521209,0.11538461538461539,0.07763157894736843,0.7084540063439527,1.0,0.588706555082348,0.31290584415584405,0.16857142857142854
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.6981862584507252,0.0008116883116883116,0.0
0.5,0.03435040682563941,0.07692307692307693,0.07894736842105263,0.618512389095757,1.0,0.6046400810078326,0.30762987012987003,0.17142857142857146
0.375,0.0,0.2692307692307693,0.0,0.618512389095757,0.0,0.22321827441403344,0.054788961038961005,0.0
0.125,0.012595149169401116,0.11538461538461539,0.02894736842105263,0.618512389095757,1.0,0.7024451261280044,0.054383116883116873,0.06285714285714286
0.5,0.0,0.038461538461538464,0.0,0.6519560520387994,1.0,0.588706555082348,0.0004058441558441558,0.0
0.375,0.0,0.15384615384615385,0.0,0.618512389095757,1.0,0.588706555082348,0.4878246753246752,0.0
0.375,0.013740162730255762,0.038461538461538464,0.031578947368421054,0.6698846136165127,1.0,0.588706555082348,0.38230519480519465,0.06857142857142857
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.7024451261280044,0.0016233766233766233,0.0
0.5,0.01145013560854647,0.11538461538461539,0.02631578947368421,0.618512389095757,1.0,0.588706555082348,0.037337662337662336,0.057142857142857134
0.25,0.021755257656238293,0.038461538461538464,0.05,0.6698846136165127,1.0,0.588706555082348,0.06939935064935066,0.10857142857142857
0.25,0.020610244095383645,0.07692307692307693,0.04736842105263158,0.618512389095757,1.0,0.588706555082348,0.10389610389610389,0.10285714285714287
0.5,0.02290027121709294,0.07692307692307693,0.05263157894736842,0.618512389095757,1.0,0.588706555082348,0.20008116883116878,0.11428571428571427
0.25,0.01145013560854647,0.07692307692307693,0.02631578947368421,0.618512389095757,1.0,0.588706555082348,0.3307629870129869,0.057142857142857134
0.375,0.037785447508203354,0.11538461538461539,0.0868421052631579,0.618512389095757,1.0,0.588706555082348,0.10430194805194806,0.18857142857142856
0.5,0.06297574584700558,0.07692307692307693,0.14473684210526316,0.618512389095757,1.0,0.588706555082348,0.10511363636363635,0.3142857142857143
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.049259910057479823,0.0032467532467532465,0.0
0.375,0.006870081365127881,0.07692307692307693,0.015789473684210527,0.7673654208614904,1.0,0.588706555082348,0.006899350649350648,0.03428571428571429
0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.017175203412819706,0.07692307692307693,0.039473684210526314,0.618512389095757,1.0,0.588706555082348,0.07873376623376621,0.08571428571428573
0.25,0.0,0.0,0.0,0.05201581391072496,0.0,0.17815766745093364,0.0,0.0
0.5,0.0,0.07692307692307693,0.0,0.6746885487059257,1.0,0.588706555082348,0.10917207792207788,0.0
0.125,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.6981862584507252,0.0742694805194805,0.0
0.0,0.0,0.07692307692307693,0.0,0.618512389095757,0.0,0.0,0.007305194805194803,0.0
0.375,0.0,0.0,0.0,0.10276743437686757,0.0,0.1833993507460464,0.0,0.0
0.375,0.0,0.0,0.0,0.7084540063439527,1.0,0.049259910057479823,0.0,0.0
0.375,0.05152561023845911,0.11538461538461539,0.11842105263157894,0.618512389095757,1.0,0.588706555082348,0.5604707792207793,0.2571428571428571
0.25,0.02005235195475509,0.038461538461538464,0.05263157894736842,0.7715257665609342,1.0,0.588706555082348,0.38230519480519465,0.2
0.125,0.0,0.11538461538461539,0.0,0.6698846136165127,1.0,0.588706555082348,0.07386363636363635,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.4963474025974025,0.0
0.125,0.015039263966066314,0.15384615384615385,0.039473684210526314,0.6519560520387994,1.0,0.588706555082348,0.435064935064935,0.15
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.06939935064935066,0.0
0.25,0.0,0.15384615384615385,0.0,0.1413138417689514,0.0,0.10947970336837719,0.2183441558441558,0.0
0.125,0.0040075474629912644,0.038461538461538464,0.009210526315789473,0.618512389095757,1.0,0.588706555082348,0.10227272727272724,0.02
0.5,0.019049734357017338,0.15384615384615385,0.05,0.6698846136165127,1.0,0.588706555082348,0.050730519480519466,0.19
0.375,0.05725067804273235,0.07692307692307693,0.13157894736842105,0.6698846136165127,1.0,0.588706555082348,0.4975649350649351,0.2857142857142857
0.25,0.0,0.11538461538461539,0.0,0.08994161724819566,0.0,0.10947970336837719,0.1732954545454545,0.0
0.25,0.015039263966066314,0.07692307692307693,0.039473684210526314,0.618512389095757,1.0,0.588706555082348,0.4963474025974025,0.15
0.25,0.02290027121709294,0.23076923076923078,0.05263157894736842,0.618512389095757,1.0,0.6846353158412007,0.01339285714285714,0.11428571428571427
0.125,0.0,0.11538461538461539,0.0,0.6746885487059257,1.0,0.6515471900408017,0.03693181818181818,0.0
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.06939935064935066,0.0
0.25,0.0441151743004612,0.038461538461538464,0.11578947368421053,0.618512389095757,1.0,0.588706555082348,0.17167207792207786,0.44
0.25,0.0,0.07692307692307693,0.0,0.0029651082609295277,0.0,0.002859099979152396,0.0008116883116883116,0.0
0.25,0.009160108486837177,0.038461538461538464,0.021052631578947368,0.618512389095757,1.0,0.588706555082348,0.06939935064935066,0.045714285714285714
0.25,0.0010305122047691824,0.11538461538461539,0.002368421052631579,0.007332321978577668,0.0,0.13667093546177442,0.0012175324675324673,0.005142857142857143
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.0008116883116883116,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.7024451261280044,0.005275974025974026,0.0
0.25,0.038099468714034676,0.11538461538461539,0.1,0.7713188985427298,1.0,0.588706555082348,0.05113636363636362,0.38
0.375,0.016041881563804077,0.07692307692307693,0.042105263157894736,0.7418976692869951,1.0,0.588706555082348,0.3202110389610388,0.16
0.375,0.009354031418544202,0.038461538461538464,0.021498323684210525,0.618512389095757,1.0,0.588706555082348,0.38230519480519465,0.04668207428571428
0.125,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.07102272727272725,0.0
0.5,0.04712302709367446,0.07692307692307693,0.12368421052631579,0.618512389095757,1.0,0.588706555082348,0.06858766233766232,0.47
0.375,0.016030189851965058,0.038461538461538464,0.03684210526315789,0.618512389095757,1.0,0.588706555082348,0.38230519480519465,0.08
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.07142857142857141,0.0
0.5,0.050130879886887726,0.11538461538461539,0.13157894736842105,0.618512389095757,1.0,0.588706555082348,0.3222402597402596,0.5
0.125,0.0,0.07692307692307693,0.0,0.618512389095757,0.0,0.11373857104565624,0.028409090909090905,0.0
0.125,0.0034350406825639406,0.3076923076923077,0.007894736842105263,0.08994161724819566,0.0,0.10947970336837719,0.20089285714285712,0.017142857142857144
0.625,0.0,0.038461538461538464,0.0,0.618512389095757,0.0,0.11373857104565624,0.030032467532467525,0.0
0.125,0.0,0.23076923076923078,0.0,0.618512389095757,1.0,0.8145456711439378,0.07711038961038957,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.1915584415584415,0.0
0.375,0.007018323184164281,0.07692307692307693,0.018421052631578946,0.6698846136165127,1.0,0.588706555082348,0.17654220779220772,0.07
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.07913961038961038,0.0
0.5,0.01804711675927958,0.11538461538461539,0.04736842105263158,0.618512389095757,1.0,0.588706555082348,0.43303571428571425,0.18
0.125,0.012031411172853052,0.11538461538461539,0.031578947368421054,0.618512389095757,1.0,0.588706555082348,0.3141233766233765,0.12
0.25,0.027480325460511525,0.11538461538461539,0.06315789473684211,0.618512389095757,1.0,0.588706555082348,0.516233766233766,0.13714285714285715
0.375,0.0,0.0,0.0,0.056176159610168724,0.0,0.0628406349584537,0.0,0.0
0.125,0.0,0.0,0.0,0.618512389095757,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.08244097638153458,0.11538461538461539,0.18947368421052632,0.7114420999402382,1.0,0.588706555082348,0.013798701298701295,0.4114285714285714
0.25,0.018208857556327587,0.11538461538461539,0.0034210526315789475,0.6698846136165127,1.0,0.588706555082348,0.17248376623376618,0.03714285714285714
0.5,0.008587601706409853,0.07692307692307693,0.019736842105263157,0.6284650393049236,0.0,0.016350478005777765,0.11891233766233764,0.042857142857142864
0.25,0.035091615920821405,0.07692307692307693,0.09210526315789473,0.7646301659541214,1.0,0.588706555082348,0.03652597402597402,0.35
0.125,0.0,0.42307692307692313,0.0,0.618512389095757,1.0,0.16299848110313608,0.047483766233766225,0.0
0.125,0.015303106240822357,0.19230769230769232,0.03517105263157895,0.08994161724819566,0.0,0.10947970336837719,0.1339285714285714,0.07637142857142858
0.375,0.0,0.038461538461538464,0.0,0.618512389095757,0.0,0.2860589093724871,0.0008116883116883116,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.07467532467532467,0.0
0.25,0.028625339021366176,0.038461538461538464,0.06578947368421052,0.618512389095757,1.0,0.588706555082348,0.006899350649350648,0.14285714285714285
0.625,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.0669642857142857,0.0
0.125,0.0,0.0,0.0,0.618512389095757,1.0,0.049259910057479823,0.0,0.0
0.25,0.05926522348008253,0.038461538461538464,0.10526315789473684,0.7084540063439527,1.0,0.588706555082348,0.38230519480519465,0.5
0.375,0.0,0.07692307692307693,0.0,0.6839056681836989,0.0,0.016350478005777765,0.015422077922077915,0.0
0.25,0.0,0.038461538461538464,0.0,0.05139520985611181,0.0,0.06153021413467552,0.0077110389610389575,0.0
0.25,0.007018323184164281,0.038461538461538464,0.018421052631578946,0.618512389095757,1.0,0.588706555082348,0.06939935064935066,0.07
0.125,0.020706030629508123,0.19230769230769232,0.04473684210526316,0.618512389095757,1.0,0.6515471900408017,0.5056818181818181,0.14782608695652175
0.125,0.0,0.11538461538461539,0.0,0.09722796855606126,0.0,0.10998600232301875,0.0024350649350649346,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.618512389095757,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.618512389095757,1.0,0.588706555082348,0.0,0.0
0.375,0.0,0.15384615384615385,0.0,0.618512389095757,1.0,0.818089763826429,0.21428571428571425,0.0
0.5,0.05725067804273235,0.038461538461538464,0.13157894736842105,0.618512389095757,1.0,0.588706555082348,0.38230519480519465,0.2857142857142857
0.375,0.0,0.07692307692307693,0.0,0.051372224520755766,1.0,0.00020847604014652884,0.0008116883116883116,0.0
0.25,0.0,0.0,0.0,0.618512389095757,1.0,0.588706555082348,0.0,0.0
0.125,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.3198051948051947,0.0
0.125,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.0004058441558441558,0.0
0.125,0.0,0.15384615384615385,0.0,0.618512389095757,0.0,0.11373857104565624,0.031249999999999986,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.06015705586426526,0.07692307692307693,0.15789473684210525,0.08994161724819566,1.0,0.588706555082348,0.08563311688311688,0.6
0.125,0.031081145529870395,0.038461538461538464,0.08157894736842106,0.7084540063439527,1.0,0.588706555082348,0.10592532467532462,0.31
0.125,0.0,0.0,0.0,0.6203971865949526,1.0,0.6402001369985406,0.0,0.0
0.375,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.03084415584415583,0.0
0.5,0.021755257656238293,0.07692307692307693,0.05,0.618512389095757,1.0,0.588706555082348,0.1663961038961039,0.10857142857142857
0.5,0.0,0.038461538461538464,0.0,0.056176159610168724,1.0,0.588706555082348,0.476461038961039,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.10551948051948049,0.0
0.375,0.004580054243418588,0.15384615384615385,0.010526315789473684,0.618512389095757,0.0,0.11373857104565624,0.054383116883116873,0.022857142857142857
0.5,0.0,0.23076923076923078,0.0,0.618512389095757,1.0,0.8119248294963815,0.06006493506493505,0.0
0.125,0.05954070516444164,0.07692307692307693,0.1368421052631579,0.618512389095757,1.0,0.588706555082348,0.3307629870129869,0.29714285714285715
0.125,0.032060379703930116,0.07692307692307693,0.07368421052631578,0.618512389095757,1.0,0.7024451261280044,0.10714285714285712,0.16
0.25,0.0,0.11538461538461539,0.0,0.618512389095757,1.0,0.588706555082348,0.01055194805194805,0.0
0.375,0.1145013560854647,0.07692307692307693,0.2631578947368421,0.618512389095757,1.0,0.7024451261280044,0.48214285714285704,0.5714285714285714
0.25,0.0,0.11538461538461539,0.0,0.1413138417689514,0.0,0.17100991750305267,0.0024350649350649346,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,0.0,0.0,0.1915584415584415,0.0
0.125,0.002290027121709294,0.07692307692307693,0.005263157894736842,0.618512389095757,1.0,0.588706555082348,0.0698051948051948,0.011428571428571429
0.25,0.012595149169401116,0.038461538461538464,0.02894736842105263,0.618512389095757,1.0,0.6379664651398279,0.02394480519480519,0.06285714285714286
0.375,0.05725067804273235,0.11538461538461539,0.13157894736842105,0.618512389095757,1.0,0.588706555082348,0.3323863636363636,0.2857142857142857
0.375,0.028625339021366176,0.07692307692307693,0.06578947368421052,0.618512389095757,1.0,0.588706555082348,0.3185876623376623,0.14285714285714285
0.75,0.05725067804273235,0.07692307692307693,0.13157894736842105,0.7084540063439527,1.0,0.588706555082348,0.3879870129870129,0.2857142857142857
0.375,0.060685718725296295,0.07692307692307693,0.1394736842105263,0.618512389095757,1.0,0.588706555082348,0.030438311688311685,0.3028571428571429
0.375,0.008015094925982529,0.07692307692307693,0.018421052631578946,0.618512389095757,1.0,0.588706555082348,0.16558441558441556,0.04
0.375,0.030915366143075475,0.07692307692307693,0.07105263157894737,0.618512389095757,1.0,0.588706555082348,0.06777597402597402,0.15428571428571428
0.25,0.10305122047691823,0.07692307692307693,0.23684210526315788,0.6773778329425826,1.0,0.588706555082348,0.32629870129870125,0.5142857142857142
0.5,0.0,0.15384615384615385,0.0,0.618512389095757,1.0,0.6981862584507252,0.014204545454545449,0.0
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,0.0,0.0,0.0880681818181818,0.0
0.5,0.06297574584700558,0.07692307692307693,0.14473684210526316,0.7084540063439527,1.0,0.588706555082348,0.17207792207792202,0.3142857142857143
0.125,0.0,0.19230769230769232,0.0,0.6197076265342712,1.0,0.6981862584507252,0.6834415584415583,0.0
0.5,0.02290027121709294,0.07692307692307693,0.05263157894736842,0.7418057279455709,1.0,0.588706555082348,0.1063311688311688,0.11428571428571427
0.375,0.0,0.07692307692307693,0.0,0.7084540063439527,1.0,0.588706555082348,0.0008116883116883116,0.0
0.625,0.028625339021366176,0.07692307692307693,0.06578947368421052,0.6569668551464167,1.0,0.6379664651398279,0.07021103896103896,0.14285714285714285
0.125,0.10305122047691823,0.07692307692307693,0.23684210526315788,0.618512389095757,1.0,0.588706555082348,0.03409090909090909,0.5142857142857142
0.25,0.0017175203412819703,0.038461538461538464,0.003947368421052632,0.618512389095757,1.0,0.588706555082348,0.06939935064935066,0.008571428571428572
0.25,0.0005725067804273235,0.07692307692307693,0.0013157894736842105,0.618512389095757,1.0,0.588706555082348,0.0016233766233766233,0.002857142857142857
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.10673701298701296,0.0
0.25,0.0,0.2692307692307693,0.0,0.618512389095757,1.0,0.049259910057479823,0.017857142857142853,0.0
0.25,0.006870081365127881,0.15384615384615385,0.015789473684210527,0.618512389095757,1.0,0.588706555082348,0.32142857142857145,0.03428571428571429
0.625,0.017175203412819706,0.11538461538461539,0.039473684210526314,0.618512389095757,1.0,0.6353754057837211,0.3360389610389609,0.08571428571428573
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.7024451261280044,0.05397727272727273,0.0
0.25,2.290027121709294e-09,0.11538461538461539,5.263157894736842e-09,0.6519560520387994,1.0,0.7906304911099861,0.002029220779220779,1.1428571428571429e-08
0.25,0.0,0.038461538461538464,0.0,0.6746885487059257,1.0,0.588706555082348,0.0004058441558441558,0.0
0.625,0.025190298338802233,0.038461538461538464,0.05789473684210526,0.6698846136165127,1.0,0.588706555082348,0.1635551948051948,0.12571428571428572
0.125,0.00017175203412819707,0.038461538461538464,0.00039473684210526315,0.618512389095757,1.0,0.588706555082348,0.0004058441558441558,0.0008571428571428571
0.375,9.160108486837176e-09,0.038461538461538464,2.1052631578947368e-08,0.618512389095757,1.0,0.588706555082348,0.035714285714285705,4.571428571428572e-08
0.375,0.0,0.11538461538461539,0.0,0.618512389095757,1.0,0.588706555082348,0.02394480519480519,0.0
0.125,0.0,0.15384615384615385,0.0,0.618512389095757,1.0,0.7024451261280044,0.018668831168831165,0.0
0.375,0.05725067804273235,0.07692307692307693,0.13157894736842105,0.618512389095757,1.0,0.588706555082348,0.03409090909090909,0.2857142857142857
0.125,0.05152561023845911,0.11538461538461539,0.11842105263157894,0.618512389095757,1.0,0.6981862584507252,0.125,0.2571428571428571
0.25,0.008015094925982529,0.038461538461538464,0.018421052631578946,0.618512389095757,1.0,0.6982160407421749,0.06939935064935066,0.04
0.375,0.04007547462991265,0.038461538461538464,0.09210526315789473,0.618512389095757,1.0,0.588706555082348,0.4188311688311688,0.2
0.125,0.0,0.11538461538461539,0.0,0.6260515790925391,1.0,0.588706555082348,0.4910714285714285,0.0
0.5,0.048090569555895184,0.038461538461538464,0.11052631578947368,0.618512389095757,1.0,0.588706555082348,0.0032467532467532465,0.24
0.25,0.0,0.11538461538461539,0.0,0.08994161724819566,0.0,0.17232033832683089,0.011363636363636362,0.0
0.125,0.016030189851965058,0.11538461538461539,0.03684210526315789,0.618512389095757,1.0,0.588706555082348,0.06371753246753245,0.08
0.25,0.06870081365127882,0.19230769230769232,0.15789473684210525,0.618512389095757,1.0,0.588706555082348,0.5182629870129869,0.3428571428571429
0.375,0.0,0.038461538461538464,0.0,0.618512389095757,0.0,0.0,0.027597402597402593,0.0
0.125,0.0,0.0,0.0,0.618512389095757,1.0,0.588706555082348,0.0,0.0
0.25,0.02290027121709294,0.07692307692307693,0.05263157894736842,0.618512389095757,1.0,0.588706555082348,0.3202110389610388,0.11428571428571427
0.25,0.20037737314956325,0.15384615384615385,0.4605263157894737,0.7260607732266814,1.0,0.588706555082348,0.32751623376623373,1.0
0.125,0.009160108486837177,0.11538461538461539,0.021052631578947368,0.618512389095757,1.0,0.6981862584507252,0.017451298701298697,0.045714285714285714
0.25,0.03435040682563941,0.038461538461538464,0.07894736842105263,0.6284650393049236,0.0,0.0,0.10592532467532462,0.17142857142857146
0.125,0.0,0.038461538461538464,0.0,0.618512389095757,0.0,0.11373857104565624,0.38230519480519465,0.0
0.625,0.0,0.038461538461538464,0.0,0.6746885487059257,1.0,0.588706555082348,0.3198051948051947,0.0
0.125,0.003410405044860161,0.11538461538461539,0.007368421052631579,0.03344366294304234,0.0,0.13482443339190517,0.16761363636363633,0.024347826086956518
0.25,0.0028625339021366176,0.07692307692307693,0.006578947368421052,0.7646301659541214,1.0,0.6016618518628823,0.47727272727272724,0.014285714285714284
0.125,0.01145013560854647,0.038461538461538464,0.02631578947368421,0.7598262308647084,1.0,0.588706555082348,0.0004058441558441558,0.057142857142857134
0.25,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.0016233766233766233,0.0
0.25,0.024045284777947592,0.19230769230769232,0.05526315789473684,0.618512389095757,1.0,0.6981862584507252,0.22605519480519473,0.12
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.30600649350649345,0.0
0.5,0.0,0.038461538461538464,0.0,0.6821817680319959,1.0,0.588706555082348,0.012987012987012983,0.0
0.375,0.0,0.15384615384615385,0.0,0.618512389095757,0.0,0.1199035053757036,0.0349025974025974,0.0
0.125,3.288604864686584e-05,0.07692307692307693,7.105263157894737e-05,0.618512389095757,1.0,0.588706555082348,0.07386363636363635,0.00023478260869565215
0.375,0.030450045043394294,0.07692307692307693,0.06578947368421052,0.618512389095757,1.0,0.588706555082348,0.11688311688311687,0.21739130434782608
0.625,0.06699009909546746,0.07692307692307693,0.14473684210526316,0.618512389095757,1.0,0.588706555082348,0.48214285714285704,0.4782608695652174
0.125,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.6379664651398279,0.002029220779220779,0.0
0.375,0.05481008107810974,0.038461538461538464,0.11842105263157894,0.618512389095757,1.0,0.588706555082348,0.38230519480519465,0.39130434782608703
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.01542207792207792,0.0
0.375,0.0,0.2692307692307693,0.0,0.618512389095757,1.0,0.8119248294963815,0.26582792207792205,0.0
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.1996753246753246,0.0
0.125,0.01948802882777235,0.07692307692307693,0.042105263157894736,0.618512389095757,1.0,0.588706555082348,0.10998376623376623,0.1391304347826087
0.25,0.0,0.11538461538461539,0.0,0.6231784121730337,1.0,0.049259910057479823,0.0742694805194805,0.0
0.375,0.021924032431243894,0.038461538461538464,0.04736842105263158,0.618512389095757,1.0,0.588706555082348,0.07913961038961038,0.1565217391304348
0.25,0.0,0.15384615384615385,0.0,0.7084540063439527,1.0,0.7024451261280044,0.37499999999999994,0.0
0.375,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.1915584415584415,0.0
0.5,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.3198051948051947,0.0
0.25,0.017175203412819706,0.038461538461538464,0.039473684210526314,0.618512389095757,1.0,0.588706555082348,0.0669642857142857,0.08571428571428573
0.375,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.588706555082348,0.009740259740259738,0.0
0.25,0.0,0.11538461538461539,0.0,0.08994161724819566,0.0,0.1833993507460464,0.012987012987012983,0.0
0.5,0.0,0.0,0.0,0.618512389095757,0.0,0.0,0.0,0.0
0.5,0.0,0.038461538461538464,0.0,0.618512389095757,1.0,0.6981862584507252,0.06939935064935066,0.0
0.125,0.0008526012612150401,0.07692307692307693,0.0018421052631578947,0.618512389095757,1.0,0.588706555082348,0.021509740259740253,0.0060869565217391295
0.25,0.006090009008678859,0.15384615384615385,0.013157894736842105,0.618512389095757,0.0,0.003424963516692974,0.08198051948051947,0.043478260869565216
0.25,0.012022642388973792,0.07692307692307693,0.02763157894736842,0.6519560520387994,0.0,0.0,0.03652597402597402,0.06
0.375,1.4616021620829265e-07,0.11538461538461539,3.1578947368421055e-07,0.618512389095757,1.0,0.588706555082348,0.17491883116883117,1.0434782608695653e-06
0.25,0.0,0.07692307692307693,0.0,0.7646301659541214,1.0,0.588706555082348,0.3056006493506493,0.0
0.375,0.030450045043394294,0.038461538461538464,0.06578947368421052,0.6746885487059257,1.0,0.588706555082348,0.38230519480519465,0.21739130434782608
0.25,0.0730801081041463,0.038461538461538464,0.15789473684210525,0.7084540063439527,1.0,0.588706555082348,0.00284090909090909,0.5217391304347826
0.25,0.016030189851965058,0.07692307692307693,0.03684210526315789,0.618512389095757,1.0,0.588706555082348,0.0880681818181818,0.08
0.25,0.0,0.07692307692307693,0.0,0.618512389095757,1.0,0.588706555082348,0.0880681818181818,0.0
0.375,0.0730801081041463,0.07692307692307693,0.15789473684210525,0.618512389095757,1.0,0.588706555082348,0.30762987012987003,0.5217391304347826
0.5,0.0,0.11538461538461539,0.0,0.618512389095757,1.0,0.588706555082348,0.4780844155844155,0.0
